company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Della Resorts and Adventure,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Deloitte,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Destinationhr,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",,,2,low,low,Naukri
Digitaljacks,Remote,,,2,low,low,Indeed
DishTV,"Noida, Uttar Pradesh, India",,,2,low,low,LinkedIn
Doceree,"Noida, New Delhi",,,2,low,low,Naukri
Double Ticks,Mumbai,,,2,low,low,Naukri
Dr Reddys,Hyderabad,,,2,low,low,Naukri
Dr. Reddy's Laboratories,"Hyderabad, Telangana, India",,,4,low,low,LinkedIn
Dreamsdesign,"Hyderabad, Vadodara",,Chief Marketing Officer (CMO),2,medium,medium,Naukri
E-Learning / EdTech,"Vijayawada, Hyderabad, Bengaluru",,,2,low,low,Naukri
Earn Go,Remote,,,2,low,low,Indeed
Easemytrip,Gurugram,,,2,low,low,Naukri
Ec-council,Noida,,,2,low,low,Naukri
Editvo,Noida,,Chief Marketing Officer (CMO),2,medium,medium,Naukri
Egmat,Bengaluru,,,2,low,low,Naukri
ElevenX Capital,Gurugram,,,2,low,low,Naukri
Eli Lilly and Company,"Gurgaon, Haryana, India",,Intern - CMO,4,medium,medium,LinkedIn + Naukri
Elucidata,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Emami Ltd,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Emeritus,"Bengaluru, Karnataka, India",united states,,2,medium,medium,LinkedIn
Endress+Hauser Group,"Aurangabad, Maharashtra, India",,Head of Marketing - India & South East Asia,2,medium,medium,LinkedIn
Enterpret,New York City,united states,,2,medium,medium,Greenhouse
Entri Software Private Limited,"Koramangala, Bengaluru, Karnataka",,,4,low,low,Indeed
Estabizz,Rajkot,,,2,low,low,Naukri
Ethane Web Technologies Pvt Ltd,"Noida, Uttar Pradesh",,,2,low,low,Indeed
Ethos Life,"Bangalore, India",,,4,low,low,Greenhouse
Explore,"Delhi, Delhi, India",,"Head of Marketing, Explore",2,medium,medium,LinkedIn
Eze Perfumes,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
FABINDIA LIMITED,"Faridabad, Haryana, India",,,2,low,low,LinkedIn
Fareportal,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
Fertis India,"Anantapur, Nagpur, Vadodara",,,2,low,low,Naukri
Finarb Analytics Consulting,"Kolkata, Hyderabad, Bengaluru",,,2,low,low,Naukri
Finmo,Mysuru,,,2,low,low,Naukri
Flentis Corporation,Noida,,,2,low,low,Naukri
Flipkart,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Ford,Hybrid - Chennai(Sholinganallur),,,2,low,low,Naukri
Fortuna Retail,Gurugram(MG Road),,,2,low,low,Naukri
"Fossil Group, Inc.","Bengaluru, Karnataka",,,2,low,low,Indeed
Foxsense Innovations,"Coimbatore, Tamil Nadu, India",us market,,2,medium,medium,LinkedIn
Foxsky Electronics India Pvt Ltd,"Sahibabad, Ghaziabad, Uttar Pradesh",,,2,low,low,Indeed
Fractal Analytics,Noida,,,10,low,low,Naukri
Fraganote,"New Delhi, Delhi, India",,,2,low,low,LinkedIn
"Future Market Insights, Inc.","Pune City, Maharashtra, India",,,2,low,low,LinkedIn
Future Property Solutions,Hyderabad,,,2,low,low,Naukri
Futurecom Technologies Pvt Ltd.,Noida,,Head of Marketing | AI-Agentic B2B Steel Platform,2,medium,medium,Naukri
G Square Housing,"Chennai, Coimbatore",,,2,low,low,Naukri
Gadgeon Smart Systems,Kochi,,,2,low,low,Naukri
Gansons,"Thane District, Maharashtra",,,4,low,low,Indeed
Gericare,Chennai(T Nagar),,,2,low,low,Naukri
GetMyCourse,India,,Head of Marketing (Digital Courses & CPD) - WFH(INDIA),2,medium,medium,LinkedIn
Gharpayy,Bengaluru,,,2,low,low,Naukri
Ginesys,Bengaluru,,,2,low,low,Naukri
Ginza Industries Limited,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
GitLab,"Remote, India",,,2,low,low,Greenhouse
Glanbia,"Gurgaon, Haryana, India",,,2,low,low,LinkedIn
Global Finance & Technology Network (GFTN),"Bhubaneswar, Odisha, India",,,2,low,low,LinkedIn
Good insurance brokers pvt ltd,"Chennai, Tamil Nadu",,,2,low,low,Indeed
Goodwin Financial Holdings,Hyderabad,,,2,low,low,Naukri
Google,"Gurugram, Haryana, India",,,6,low,low,LinkedIn
Grazitti Interactive,Panchkula,,,2,low,low,Naukri
HCLTech,"Gautam Budh Nagar, Uttar Pradesh",,,2,low,low,Indeed
HDFC securities,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Habilelabs,Jaipur,,,2,low,low,Naukri
Happilo International,Bengaluru,,,2,low,low,Naukri
Harbour Trendz,Mumbai,,,2,low,low,Naukri
Harness,"Bengaluru, Karnataka, India",,,2,low,low,Greenhouse
Havells India Ltd,"Noida, Uttar Pradesh, India",,,2,low,low,LinkedIn
Hero MotoCorp,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
Hilton,"Jaipur, Rajasthan, India",,,4,low,low,LinkedIn
Hinduja Housing Finance,Chennai,,,2,low,low,Naukri
Hindustan Marketing Company,Guwahati,,,2,low,low,Naukri
Howell Protection Systems India Pvt. Ltd.,"New Delhi, Delhi, India",,Head of Marketing,2,medium,medium,LinkedIn
Hrxl 360,Mumbai(Santacruz West),,,2,low,low,Naukri
Hyatt Regency,Greater Lucknow Area,,,2,low,low,LinkedIn
IDFC FIRST Bank,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
IT By Design,Noida,,,2,low,low,Naukri
Impact Investment Exchange,Dhaka,,,2,low,low,Naukri
Indus Parking Services,Gurugram,,,2,low,low,Naukri
Infosys,"Bengaluru East, Karnataka, India",,,4,low,low,LinkedIn
Inmobi,Bengaluru,,,2,low,low,Naukri
Intellect Design Arena,Mumbai,,,2,low,low,Naukri
Intellve Solutions,Mumbai,,,2,low,low,Naukri
IntouchCX,Hyderabad,,,4,low,low,Naukri
Itester,Hyderabad(Miyapur),,Chief Marketing Officer (CMO),2,medium,medium,Naukri
JIL Information Technology,Noida,,,2,low,low,Naukri
Jagdale Industries,"JP Nagar, Bengaluru, Karnataka",,,4,low,low,Indeed
Jasgur Life Sciences,"Mumbai, New Delhi, Pune",,,2,low,low,Naukri
Jatah Worx India,Bengaluru,,,2,low,low,Naukri
JdV by Hyatt,"Goa, India",,,2,low,low,LinkedIn
Jindal Aluminium,Bengaluru,,,2,low,low,Naukri
Jinvani Channel,Agra,,,2,low,low,Naukri
JioSaavn,Navi Mumbai,,,2,low,low,Naukri
Jobgether,India,,,2,low,low,LinkedIn
Jones Lang LaSalle (JLL),Mumbai,,,2,low,low,Naukri
Jute Lifestyle Product Manufacturing Co,Kolkata,,,2,low,low,Naukri
K Raheja Corp,Mumbai,,,2,low,low,Naukri
KGK Group,Jaipur,us market,,2,medium,medium,Naukri
KNOLSKAPE,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Kavi India,"Chennai, Tamil Nadu, India",,,2,low,low,LinkedIn
Kineto India,Kolkata,,,2,low,low,Naukri
Knowledge Park,Mumbai,,,2,low,low,Naukri
Kovalent Coatings International,Chandigarh,,,2,low,low,Naukri
Kreative Digitals,"Mumbai, Navi Mumbai",,,2,low,low,Naukri
Kreon Financial Services,Chennai,,,2,low,low,Naukri
Kretoss Technology,Ahmedabad,,,2,low,low,Naukri
LEGO,"Mumbai, Maharashtra",,,2,low,low,Indeed
LatentView,Hyderabad,,,2,low,low,Naukri
Leading Client,Bengaluru,,,22,low,low,Naukri
Learneo,"Bengaluru, Karnataka, India",united states,,4,medium,medium,LinkedIn
Licious,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Lider Consultancy Services,Coimbatore,,,2,low,low,Naukri
Lifestyle,Bengaluru(Yemalur),,,2,low,low,Naukri
Lilly,"Gurugram, Haryana",,,2,low,low,Indeed
LogiNext,Mumbai,,,2,low,low,Naukri
"Logile, Inc.","Bhubaneswar, Odisha, India",,,2,low,low,LinkedIn
Lonza,"Hyderabad, Telangana, India",united states,,4,medium,medium,LinkedIn
Lucien Solutions,Remote,,,2,low,low,Indeed
Lykora Consulting,Mumbai,,,2,low,low,Naukri
Lytegen,"Chandigarh, Chandigarh, India",us market,,6,medium,medium,LinkedIn + Naukri
M3M India Private Limited,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
MAEER's MIT Vishwashanti Gurukul Schools & Junior Colleges,"Kothrud, Pune, Maharashtra",,,2,low,low,Indeed
MAVI,Greater Bengaluru Area,,,2,low,low,LinkedIn
MSM Global Education,Gurugram,,,2,low,low,Naukri
MTechZilla,"Pune Division, Maharashtra, India",us market,,2,medium,medium,LinkedIn
Maa Kudargarhi Group,"Raipur, Chhattisgarh",,Chief Marketing Officer (CMO) – Alumina & Food Division,2,medium,medium,Indeed
Machinfabrik Industries,Navi Mumbai,,,2,low,low,Naukri
Madhuraj Hospital,,,,2,low,low,Naukri
Mage Data,Bengaluru,,,8,low,low,Naukri
Maker Lab,Gurugram,us market,,2,medium,medium,Naukri
Makunai Global,"Gautam Buddha Nagar, Uttar Pradesh, India",,,2,low,low,LinkedIn
Makunai Global Technologies,Noida,,,2,low,low,Naukri
Mantra Properties,Mumbai(Jogeshwari),,,2,low,low,Naukri
Manubhai Gems,Mumbai,,,2,low,low,Naukri
Manufacturing Industry,Pune,,,2,low,low,Naukri
"Marriott International, Inc",Andhra Pradesh,,,4,low,low,Indeed
Maruthamalai Balakumaran Jewellers Llp,Hosur(Hosur Bagalur Road),,,2,low,low,Naukri
McFadyen Solution,Thiruvananthapuram,,,6,low,low,Naukri
Meta,Mumbai Metropolitan Region,north america,,4,medium,medium,LinkedIn
MetaMorph,"Hyderabad, Telangana, India",,,2,low,low,LinkedIn
MiQ Digital,Mumbai,,,2,low,low,Greenhouse
Michael Page,"Gurgaon, Haryana, India",,,2,low,low,LinkedIn
Mitr Hr Solution,Noida,,,2,low,low,Naukri
Monster Energy APAC,India,,,4,low,low,Greenhouse
Moris Media,Noida,,Chief Marketing Officer (CMO),4,medium,medium,Naukri
Morse Code Marine Services,Mumbai,,,2,low,low,Naukri
Movate,"Chennai, Tamil Nadu, India",us market,,2,medium,medium,LinkedIn
Myntra,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
NAHAR GROUP,Mumbai,,,2,low,low,Naukri
NS Property Guide Advisors,Hyderabad,,,2,low,low,Naukri
Narsingh Ispat,Kolkata,,,2,low,low,Naukri
Narwal,India,"us market, united states",,2,medium,medium,LinkedIn
National Utility Choice Program LLC,"New Delhi, Delhi, India",united states,"Head of Marketing, Brand Growth and Strategy - Part Time",2,high,high,LinkedIn
Navi,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Nestasia,"Kolkata, West Bengal, India",,,2,low,low,LinkedIn
New Relic,"Bangalore, India",,,2,low,low,Greenhouse
Next Pathway,Hybrid - Pune(Hinjawadi Village),,,2,low,low,Naukri
Neysa Networks - Careers Page,"Mumbai, Maharashtra, India",,,2,low,low,Greenhouse
Nilkamal Limited,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Novo Nordisk,Bengaluru,,,2,low,low,Naukri
Nutrabay,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
O2 Spa,Hyderabad,,,2,low,low,Naukri
OLIVER Agency - APAC,"Mumbai, India",,,38,low,low,Greenhouse
OLIVER | The Brandtech Group,Mumbai Metropolitan Region,,,2,low,low,LinkedIn
Oliver Agency,Gurugram,,,2,low,low,Naukri
Oliver Rubber,Jodhpur(Shastri Nagar),,,2,low,low,Naukri
Optum,Gurugram,,,4,low,low,Naukri
Organik Thread Solutions,"Hyderabad, Telangana, India",,Co-Founder/ CMO,2,medium,medium,LinkedIn
Ozone Overseas,Gurugram,,,4,low,low,Naukri
PHC Partners,"Gurugram, Haryana, India",,Head of Marketing,2,medium,medium,LinkedIn
Pan Oleo Energy,Chennai,,,2,low,low,Naukri
Patel Infrastructure,Anand,,,2,low,low,Naukri
Pathkind Labs,Hybrid - Gurugram,,,2,low,low,Naukri
Payton Healthcare Solutions,"Bangalore Urban, Karnataka, India",,,2,low,low,LinkedIn
Pearlsoft Technology,Chennai,,,2,low,low,Naukri
People Mint Hr Consulting,Kolkata,,,2,low,low,Naukri
Pepper,"Mumbai, Maharashtra, India",Explicit US-market demand generation motion,Head of Demand Generation (US Market),5,low,low,LinkedIn
Persistent,"Pune, Maharashtra",,,2,low,low,Indeed
Persistent Systems,"Pune City, Maharashtra, India",,,2,low,low,LinkedIn
Plaud,JAPAC | India,us market,,2,medium,medium,Ashby
Plum,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Plush,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Polygon Labs,Remote,,,2,low,low,Indeed
Posidex Technologies,Hyderabad,,,2,low,low,Naukri
Position2,Bengaluru,,,2,low,low,Naukri
Procter & Gamble,Mumbai Metropolitan Region,,,2,low,low,LinkedIn
Prolim,Bengaluru,north america,,4,medium,medium,Naukri
Publicis Groupe,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
Publicis Sapient,Gurugram,,,2,low,low,Naukri
Purplle.com,Mumbai Metropolitan Region,,,2,low,low,LinkedIn
QSR,Jaipur,,,2,low,low,Naukri
QpiAI,"Bangalore Urban, Karnataka, India",,,2,low,low,LinkedIn
Qrata,Bengaluru,,,2,low,low,Naukri
"Queen Elizabeth’s School, Gurugram","Gurugram, Haryana, India",us market,Head of Marketing,2,high,high,LinkedIn
QuillBot,India,united states,,4,medium,medium,LinkedIn
RC Project Consultancy,Surat,,,2,low,low,Naukri
Race,Jaipur,,,2,low,low,Naukri
Raffles Udaipur,"Udaipur, Rajasthan, India",,,2,low,low,LinkedIn
Raksha Elite Solutions (Raksha Prime),"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Rapyder,Bengaluru,,,2,low,low,Naukri
RateGain,"Noida, Uttar Pradesh, India",,,2,low,low,LinkedIn
Rearc,"Vadodara, Gujarat, India",us market,,2,medium,medium,LinkedIn
Recro,India,us market,,2,medium,medium,LinkedIn
Reliance Games,Pune,,,2,low,low,Naukri
Reputed Real - Estate Company,Ahmedabad,,,2,low,low,Naukri
Ridhira Group - Building World's largest Wellness Communities,"Hyderabad, Telangana, India",,Head of Marketing,2,medium,medium,LinkedIn
Ronil,Goa,,,2,low,low,Indeed
SAP,"Bengaluru, Karnataka, India",,,4,low,low,LinkedIn + Naukri
SBT Research,Pune,,,2,low,low,Naukri
SMARTe,Mumbai,,,2,low,low,Naukri
"SRINIVASA SALES & SERVICE PVT LTD.,","Hyderabad, Telangana, India",,,2,low,low,LinkedIn
SS Consulting Kochi,"Kerala, India",,,2,low,low,LinkedIn
SUN PHARMA,Mumbai Metropolitan Region,,,4,low,low,LinkedIn + Naukri
SaaS Labs,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Saj Hotels,Mumbai(Vile Parle),,,2,low,low,Naukri
Sajjana Gandla Ganesh,Bengaluru(Koramangala),,,2,low,low,Naukri
Salesforce,Bengaluru,,,2,low,low,Naukri
Sankara Eye Hospital,Shimoga,,,2,low,low,Naukri
Sciative Solutions,Navi Mumbai,us market,,2,medium,medium,Naukri
Scopely,"IN - Bangalore, India",,,2,low,low,Greenhouse
Seven Islands Shipping Limited,Remote,,,2,low,low,Indeed
Shalina Healthcare,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Shell Pvt Ltd,Gurugram,,,2,low,low,Naukri
Shivani Scientific Industries,Mumbai(Mira Road),,,2,low,low,Naukri
Siddhivinayak Buildpro,Pune(Ambegaon Bk +1),,,2,low,low,Naukri
Signeasy,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Silverstrom Amusement Parks Pvt. Ltd,"Vettilappara, Thrissur, Kerala",,Head of Marketing and Sales,2,medium,medium,Indeed
Sitaram Spinners,Hyderabad,,,2,low,low,Naukri
Skillsoft,India - Remote,,,2,low,low,Greenhouse
Skysun,"Mohali, Punjab",,,2,low,low,Indeed
Softlab Solutions,Remote,,,2,low,low,Indeed
Soprema Group,Gurugram,,,2,low,low,Naukri
SourcingXPress,"Mumbai, Maharashtra, India","us market, north america",,2,medium,medium,LinkedIn
Spiceblue Online,Chennai,,,2,low,low,Naukri
Sportz Interactive,Goregaon,,,4,low,low,Naukri
Square Solutions,Noida,,,2,low,low,Naukri
StackGen,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
SteepGraph,"Pune City, Maharashtra, India",,,4,low,low,LinkedIn + Naukri
StoneX Global,"Delhi, India",,,2,low,low,LinkedIn
StratGo Media,India,,,2,low,low,LinkedIn
Straumann Group,Mumbai Metropolitan Region,,,2,low,low,LinkedIn
Sumadhura Infracon,Bengaluru,,,2,low,low,Naukri
Sunil Reddy Eamani,Hyderabad,,,2,low,low,Naukri
Sunshine Manpower Solution And Services,"Visakhapatnam, Andhra Pradesh",,,2,low,low,Indeed
Superstuff,Mumbai,,,6,low,low,Naukri
Swaaadle Tech,Chennai(Ashok Nagar),,,2,low,low,Naukri
Swiggy,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Syngenta Crop Protection,"Chandigarh, Chandigarh",,,2,low,low,Indeed
Synoptek,"Hybrid - Pune, Ahmedabad",,,2,low,low,Naukri
Sysvine Technologies,Chennai,,,2,low,low,Naukri
Taevas Life Sciences,"Hyderabad, Telangana, India",,,2,low,low,LinkedIn
Talentiser,"Mumbai, Maharashtra, India",,,4,low,low,LinkedIn
Tamara Leisure Experiences,Bengaluru,,Head Of Marketing,2,medium,medium,Naukri
Tata Communications,"Mumbai, Maharashtra, India",north america,,2,medium,medium,LinkedIn
Tata Electronics,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Tech Next Software,Chandigarh,,,2,low,low,Naukri
The Knot Worldwide,"New York City, New York, United States",,,2,low,low,Greenhouse
The Management Recruitment Group (MRG),"Mumbai, Maharashtra, India",,Head of Marketing - Luxury,2,medium,medium,LinkedIn
The Reliable Jobs,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
The Westin Gurgaon New Delhi,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
TiDB,Remote - India,,,2,low,low,Greenhouse
Toprankers,Bengaluru,,,2,low,low,Naukri
Torrent Electricals,Ahmedabad,,,2,low,low,Naukri
Touchzing Media,Mumbai,,,2,low,low,Naukri
Trufid Services,Mumbai,,,2,low,low,Naukri
Truww,Bengaluru,,,2,low,low,Naukri
Tutorcloud.ai,"Bengaluru, Karnataka, India",,,2,low,low,LinkedIn
Twixor,"Chennai, Bengaluru",,,2,low,low,Naukri
UK Realty,Mumbai Suburban,,,2,low,low,Naukri
Udbhava Avinya Bharat LLP,Remote,,,2,low,low,Indeed
Udemy,"Sao Paulo, Brazil",,,4,low,low,Greenhouse
United HR Solutions Pvt. Ltd.,Mumbai Metropolitan Region,,Head of Marketing,2,medium,medium,LinkedIn
Unitile,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Universal Weather And Aviation,Gurugram,,,2,low,low,Naukri
Unosecur,"Bengaluru, Karnataka, India",,Head of Marketing,2,medium,medium,LinkedIn
UpMan Placements,Ahmedabad,,,2,low,low,Naukri
Uplers,Remote,Global client service model with India-based talent supply,Marketing Manager,4,low,low,Naukri
Urban Company,"Gurugram, Haryana, India",,,2,low,low,LinkedIn
Urbanrise,Chennai,,,2,low,low,Naukri
VDart Software Services,"Hybrid - Pune, Gurugram",,,2,low,low,Naukri
VMax Wellness,"Coimbatore, Tamil Nadu, India",,Head of Marketing,2,medium,medium,LinkedIn
Varun Digital Media,India,us market,,2,medium,medium,LinkedIn
Vinayak Annapurna Associates Llp,Kolkata,,,2,low,low,Naukri
Vinove Software Services Pvt Ltd,Noida,,,2,low,low,Naukri
Vmayo Technologies,Jaipur,,,2,low,low,Naukri
W Hotels,"Panaji, Goa, India",,,2,low,low,LinkedIn
Weekday AI (YC W21),"Bengaluru, Karnataka, India",,Head Of Marketing,2,medium,medium,LinkedIn
Well reputed client having good work ethics,"Hyderabad, Chennai, Bengaluru",,,2,low,low,Naukri
Wildnet Technologies,Noida,,,2,low,low,Naukri
WinnerBrands,"Gurugram, Haryana, India",,,4,low,low,LinkedIn
Wipro,"Bengaluru, Karnataka, India",,,4,low,low,LinkedIn
XXXX,Mumbai(Andheri East),,,2,low,low,Naukri
Xenonstack,Nagar,,,2,low,low,Naukri
ZYVORA BRANDS,Gurugram,,,2,low,low,Naukri
Zee Entertainment-International Business,"Mumbai, Maharashtra, India",,,2,low,low,LinkedIn
Zycus Infotech,"Mumbai, Pune, Bengaluru",,,2,low,low,Naukri
aeratechnology,"Mountain View, CA, USA",,,8,low,low,Lever
ajax,Bengaluru,,,2,low,low,Lever
bf,"India, Gurgaon",,,6,low,low,Workday
certifyos,"Remote US, United States",,Head of Marketing,2,medium,medium,Ashby
clarivate,India - Bangalore,,,2,low,low,Workday
cochlear,"Mumbai, India",,,2,low,low,Workday
d.light,Hybrid - Gurugram,united states,,2,medium,medium,Naukri
demandbase,"US - Remote, United States",,,4,low,low,Ashby
