company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Aveksha Hospital,Bengaluru,,,3,low,low,Naukri
Axis Concept Construction,Bengaluru(JP Nagar),,,3,low,low,Naukri
B Anu Events,Remote,,,3,low,low,Indeed
B K Arogyam,"Varanasi, Bengaluru",,,3,low,low,Naukri
BDO India,Mumbai Metropolitan Region,,,3,low,low,LinkedIn
BMC Software,"Pune, Maharashtra",,,3,low,low,Indeed
Bean Hr Consulting,Jaipur,,,3,low,low,Naukri
Beekay Steel Industries,Visakhapatnam,,VP Marketing / GM - Marketing,3,medium,medium,Naukri
Bharat Aluminium Company Limited,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Bio-Rad Laboratories,"Gurgaon, Haryana, India",,,3,low,low,LinkedIn
Birla Pivot,"Karnataka, India",,,3,low,low,LinkedIn
Bombay Coated And Special Steels,Mumbai,,,3,low,low,Naukri
Brainstorm Force IT Pune,Remote,,,3,low,low,Indeed
Brown-Forman,"Gurgaon, Haryana, India",,,3,low,low,LinkedIn
ByteDance,Gurugram,,,3,low,low,Naukri
CAREERMAR6,Faridabad,,VP / Sr. VP Marketing @ Faridabad,3,medium,medium,Naukri
CIEL HR,Tirunelveli,,,3,low,low,Naukri
Carbolink India,Hyderabad(Sanath Nagar),,,3,low,low,Naukri
Career Stone Consultant,"Rajkot, Gujarat, India",,,3,low,low,LinkedIn
Careers at Tide,"India, Delhi NCR",,,6,low,low,Greenhouse
Certified IT Recruiter - CIR,Hybrid - Pune,,Chief Marketing Officer (CMO) &amp; Co-Founder,3,medium,medium,Naukri
Chara Automation,"Pune, Bengaluru, Delhi / NCR",,,3,low,low,Naukri
Cialfo,"Delhi, India",,"Head of Marketing, Explore",6,medium,medium,Indeed + LinkedIn
Client for Hungry Bird IT Consulting Services Pvt Ltd -  for Real Estate Industry,Hyderabad,,,3,low,low,Naukri
Cloud Counselage,Mumbai,,,3,low,low,Naukri
Compass Consult,Vadodara(Alkapuri),,,3,low,low,Naukri
Comviva,"Gurugram, Haryana, India",Global campaigns incl. US,Demand Generation - Manager,3,medium,medium,LinkedIn
Confidential Startup,Gurugram,,,3,low,low,Naukri
Conga,India - Bangalore,,,3,low,low,Greenhouse
Consolidated,"Kochi, Mumbai, Chennai, Coimbatore, Bengaluru",,,3,low,low,Naukri
Coram AI,"Bengaluru, Karnataka, India",us market,,3,medium,medium,LinkedIn
Crescent Construction,Mumbai(Andheri),,,3,low,low,Naukri
"Crunchyroll, LLC","Mumbai, Maharashtra, India",,,6,low,low,Greenhouse
Cvent,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
Cygnus A D Management Consulting Llp,Mumbai,,,3,low,low,Naukri
Danone,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Dash Ast Technology,Hyderabad,,,3,low,low,Naukri
DataNimbus,"Hyderabad, Telangana, India",,Head of Marketing,6,medium,medium,LinkedIn + Naukri
Dawn Solutions Pvt Ltd,Chennai(Tambaram West),,,3,low,low,Naukri
DeHaat,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Deconstruct,Bengaluru(HSR Layout),,,3,low,low,Naukri
Decorpot,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Delaplex,"Nagpur, Maharashtra, India",,,3,low,low,LinkedIn
Delhivery,"Bengaluru, Karnataka, India",,,6,low,low,LinkedIn + Naukri
Della Resorts and Adventure,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Deloitte,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Destinationhr,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",,,3,low,low,Naukri
Digitaljacks,Remote,,,3,low,low,Indeed
DishTV,"Noida, Uttar Pradesh, India",,,3,low,low,LinkedIn
Doceree,"Noida, New Delhi",,,3,low,low,Naukri
Double Ticks,Mumbai,,,3,low,low,Naukri
Dr Reddys,Hyderabad,,,3,low,low,Naukri
Dr. Reddy's Laboratories,"Hyderabad, Telangana, India",,,6,low,low,LinkedIn
Dreamsdesign,"Hyderabad, Vadodara",,Chief Marketing Officer (CMO),3,medium,medium,Naukri
E-Learning / EdTech,"Vijayawada, Hyderabad, Bengaluru",,,3,low,low,Naukri
Earn Go,Remote,,,3,low,low,Indeed
Easemytrip,Gurugram,,,3,low,low,Naukri
Ec-council,Noida,,,3,low,low,Naukri
Editvo,Noida,,Chief Marketing Officer (CMO),3,medium,medium,Naukri
Egmat,Bengaluru,,,3,low,low,Naukri
ElevenX Capital,Gurugram,,,3,low,low,Naukri
Eli Lilly and Company,"Gurgaon, Haryana, India",,Intern - CMO,6,medium,medium,LinkedIn + Naukri
Elucidata,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Emami Ltd,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Emeritus,"Bengaluru, Karnataka, India",united states,,3,low,low,LinkedIn
Endress+Hauser Group,"Aurangabad, Maharashtra, India",,Head of Marketing - India & South East Asia,3,medium,medium,LinkedIn
Enterpret,New York City,united states,,3,low,low,Greenhouse
Entri Software Private Limited,"Koramangala, Bengaluru, Karnataka",,,6,low,low,Indeed
Estabizz,Rajkot,,,3,low,low,Naukri
Ethane Web Technologies Pvt Ltd,"Noida, Uttar Pradesh",,,3,low,low,Indeed
Ethos Life,"Bangalore, India",,,6,low,low,Greenhouse
Explore,"Delhi, Delhi, India",,"Head of Marketing, Explore",3,medium,medium,LinkedIn
Eze Perfumes,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
FABINDIA LIMITED,"Faridabad, Haryana, India",,,3,low,low,LinkedIn
Fareportal,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
Fertis India,"Anantapur, Nagpur, Vadodara",,,3,low,low,Naukri
Finarb Analytics Consulting,"Kolkata, Hyderabad, Bengaluru",,,3,low,low,Naukri
Finmo,Mysuru,,,3,low,low,Naukri
Flentis Corporation,Noida,,,3,low,low,Naukri
Flipkart,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Ford,Hybrid - Chennai(Sholinganallur),,,3,low,low,Naukri
Fortuna Retail,Gurugram(MG Road),,,3,low,low,Naukri
"Fossil Group, Inc.","Bengaluru, Karnataka",,,3,low,low,Indeed
Foxsense Innovations,"Coimbatore, Tamil Nadu, India",us market,,3,medium,medium,LinkedIn
Foxsky Electronics India Pvt Ltd,"Sahibabad, Ghaziabad, Uttar Pradesh",,,3,low,low,Indeed
Fractal Analytics,Noida,,,15,low,low,Naukri
Fraganote,"New Delhi, Delhi, India",,,3,low,low,LinkedIn
"Future Market Insights, Inc.","Pune City, Maharashtra, India",,,3,low,low,LinkedIn
Future Property Solutions,Hyderabad,,,3,low,low,Naukri
Futurecom Technologies Pvt Ltd.,Noida,,Head of Marketing | AI-Agentic B2B Steel Platform,3,medium,medium,Naukri
G Square Housing,"Chennai, Coimbatore",,,3,low,low,Naukri
Gadgeon Smart Systems,Kochi,,,3,low,low,Naukri
Gansons,"Thane District, Maharashtra",,,6,low,low,Indeed
Gericare,Chennai(T Nagar),,,3,low,low,Naukri
GetMyCourse,India,,Head of Marketing (Digital Courses & CPD) - WFH(INDIA),3,medium,medium,LinkedIn
Gharpayy,Bengaluru,,,3,low,low,Naukri
Ginesys,Bengaluru,,,3,low,low,Naukri
Ginza Industries Limited,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
GitLab,"Remote, India",,,3,low,low,Greenhouse
Glanbia,"Gurgaon, Haryana, India",,,3,low,low,LinkedIn
Global Finance & Technology Network (GFTN),"Bhubaneswar, Odisha, India",,,3,low,low,LinkedIn
Good insurance brokers pvt ltd,"Chennai, Tamil Nadu",,,3,low,low,Indeed
Goodwin Financial Holdings,Hyderabad,,,3,low,low,Naukri
Google,"Gurugram, Haryana, India",,,9,low,low,LinkedIn
Grazitti Interactive,Panchkula,,,3,low,low,Naukri
HCLTech,"Gautam Budh Nagar, Uttar Pradesh",,,3,low,low,Indeed
HDFC securities,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Habilelabs,Jaipur,,,3,low,low,Naukri
Happilo International,Bengaluru,,,3,low,low,Naukri
Harbour Trendz,Mumbai,,,3,low,low,Naukri
Harness,"Bengaluru, Karnataka, India",,,3,low,low,Greenhouse
Havells India Ltd,"Noida, Uttar Pradesh, India",,,3,low,low,LinkedIn
Hero MotoCorp,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
Hilton,"Jaipur, Rajasthan, India",,,6,low,low,LinkedIn
Hinduja Housing Finance,Chennai,,,3,low,low,Naukri
Hindustan Marketing Company,Guwahati,,,3,low,low,Naukri
Howell Protection Systems India Pvt. Ltd.,"New Delhi, Delhi, India",,Head of Marketing,3,medium,medium,LinkedIn
Hrxl 360,Mumbai(Santacruz West),,,3,low,low,Naukri
Hyatt Regency,Greater Lucknow Area,,,3,low,low,LinkedIn
IDFC FIRST Bank,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
IT By Design,Noida,,,3,low,low,Naukri
Impact Investment Exchange,Dhaka,,,3,low,low,Naukri
Indus Parking Services,Gurugram,,,3,low,low,Naukri
Infosys,"Bengaluru East, Karnataka, India",,,6,low,low,LinkedIn
Inmobi,Bengaluru,,,3,low,low,Naukri
Intellect Design Arena,Mumbai,,,3,low,low,Naukri
Intellve Solutions,Mumbai,,,3,low,low,Naukri
IntouchCX,Hyderabad,,,6,low,low,Naukri
Itester,Hyderabad(Miyapur),,Chief Marketing Officer (CMO),3,medium,medium,Naukri
JIL Information Technology,Noida,,,3,low,low,Naukri
Jagdale Industries,"JP Nagar, Bengaluru, Karnataka",,,6,low,low,Indeed
Jasgur Life Sciences,"Mumbai, New Delhi, Pune",,,3,low,low,Naukri
Jatah Worx India,Bengaluru,,,3,low,low,Naukri
JdV by Hyatt,"Goa, India",,,3,low,low,LinkedIn
Jindal Aluminium,Bengaluru,,,3,low,low,Naukri
Jinvani Channel,Agra,,,3,low,low,Naukri
JioSaavn,Navi Mumbai,,,3,low,low,Naukri
Jobgether,India,,,3,low,low,LinkedIn
Jones Lang LaSalle (JLL),Mumbai,,,3,low,low,Naukri
Jute Lifestyle Product Manufacturing Co,Kolkata,,,3,low,low,Naukri
K Raheja Corp,Mumbai,,,3,low,low,Naukri
KGK Group,Jaipur,us market,,3,medium,medium,Naukri
KNOLSKAPE,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Kavi India,"Chennai, Tamil Nadu, India","Global campaigns incl. US, Markets list includes US",Marketing Director,3,medium,medium,LinkedIn
Kineto India,Kolkata,,,3,low,low,Naukri
Knowledge Park,Mumbai,,,3,low,low,Naukri
Kovalent Coatings International,Chandigarh,Markets list includes US,Head of Growth and Marketing,3,medium,medium,Naukri
Kreative Digitals,"Mumbai, Navi Mumbai",,,3,low,low,Naukri
Kreon Financial Services,Chennai,,,3,low,low,Naukri
Kretoss Technology,Ahmedabad,,,3,low,low,Naukri
LEGO,"Mumbai, Maharashtra",,,3,low,low,Indeed
LatentView,Hyderabad,,,3,low,low,Naukri
Leading Client,Bengaluru,,,33,low,low,Naukri
Learneo,"Bengaluru, Karnataka, India",united states,,6,low,low,LinkedIn
Licious,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Lider Consultancy Services,Coimbatore,,,3,low,low,Naukri
Lifestyle,Bengaluru(Yemalur),,,3,low,low,Naukri
Lilly,"Gurugram, Haryana",,,3,low,low,Indeed
LogiNext,Mumbai,,,3,low,low,Naukri
"Logile, Inc.","Bhubaneswar, Odisha, India",,,3,low,low,LinkedIn
Lonza,"Hyderabad, Telangana, India",united states,,6,low,low,LinkedIn
Lucien Solutions,Remote,,,3,low,low,Indeed
Lykora Consulting,Mumbai,,,3,low,low,Naukri
Lytegen,"Chandigarh, Chandigarh, India",US market(s),Director - Marketing (US Market - Night Shift),9,medium,medium,LinkedIn + Naukri
M3M India Private Limited,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
MAEER's MIT Vishwashanti Gurukul Schools & Junior Colleges,"Kothrud, Pune, Maharashtra",,,3,low,low,Indeed
MAVI,Greater Bengaluru Area,,,3,low,low,LinkedIn
MSM Global Education,Gurugram,,,3,low,low,Naukri
MTechZilla,"Pune Division, Maharashtra, India","Build US presence, Targeting US",Marketing Head,3,high,high,LinkedIn
Maa Kudargarhi Group,"Raipur, Chhattisgarh",,Chief Marketing Officer (CMO) – Alumina & Food Division,3,medium,medium,Indeed
Machinfabrik Industries,Navi Mumbai,,,3,low,low,Naukri
Madhuraj Hospital,,,,3,low,low,Naukri
Mage Data,Bengaluru,,,12,low,low,Naukri
Maker Lab,Gurugram,us market,,3,medium,medium,Naukri
Makunai Global,"Gautam Buddha Nagar, Uttar Pradesh, India",,,3,low,low,LinkedIn
Makunai Global Technologies,Noida,,,3,low,low,Naukri
Mantra Properties,Mumbai(Jogeshwari),,,3,low,low,Naukri
Manubhai Gems,Mumbai,,,3,low,low,Naukri
Manufacturing Industry,Pune,,,3,low,low,Naukri
"Marriott International, Inc",Andhra Pradesh,,,6,low,low,Indeed
Maruthamalai Balakumaran Jewellers Llp,Hosur(Hosur Bagalur Road),,,3,low,low,Naukri
McFadyen Solution,Thiruvananthapuram,,,9,low,low,Naukri
Meta,Mumbai Metropolitan Region,north america,,6,medium,medium,LinkedIn
MetaMorph,"Hyderabad, Telangana, India",,,3,low,low,LinkedIn
MiQ Digital,Mumbai,,,3,low,low,Greenhouse
Michael Page,"Gurgaon, Haryana, India",,,3,low,low,LinkedIn
Mitr Hr Solution,Noida,,,3,low,low,Naukri
Monster Energy APAC,India,,,6,low,low,Greenhouse
Moris Media,Noida,,Chief Marketing Officer (CMO),6,medium,medium,Naukri
Morse Code Marine Services,Mumbai,,,3,low,low,Naukri
Movate,"Chennai, Tamil Nadu, India",us market,,3,medium,medium,LinkedIn
Myntra,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
NAHAR GROUP,Mumbai,,,3,low,low,Naukri
NS Property Guide Advisors,Hyderabad,,,3,low,low,Naukri
Narsingh Ispat,Kolkata,,,3,low,low,Naukri
Narwal,India,"US buying landscape, US market(s)",Demand Generation Manager,3,medium,medium,LinkedIn
National Utility Choice Program LLC,"New Delhi, Delhi, India",united states,"Head of Marketing, Brand Growth and Strategy - Part Time",3,medium,medium,LinkedIn
Navi,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Nestasia,"Kolkata, West Bengal, India",,,3,low,low,LinkedIn
New Relic,"Bangalore, India",,,3,low,low,Greenhouse
Next Pathway,Hybrid - Pune(Hinjawadi Village),,,3,low,low,Naukri
Neysa Networks - Careers Page,"Mumbai, Maharashtra, India",,,3,low,low,Greenhouse
Nilkamal Limited,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Novo Nordisk,Bengaluru,,,3,low,low,Naukri
Nutrabay,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
O2 Spa,Hyderabad,,,3,low,low,Naukri
OLIVER Agency - APAC,"Mumbai, India",,,57,low,low,Greenhouse
OLIVER | The Brandtech Group,Mumbai Metropolitan Region,,,3,low,low,LinkedIn
Oliver Agency,Gurugram,,,3,low,low,Naukri
Oliver Rubber,Jodhpur(Shastri Nagar),,,3,low,low,Naukri
Optum,Gurugram,"US healthcare market, US stakeholders/teams",Senior Manager - B2B Product Marketing,6,medium,medium,Naukri
Organik Thread Solutions,"Hyderabad, Telangana, India",,Co-Founder/ CMO,3,medium,medium,LinkedIn
Ozone Overseas,Gurugram,,,6,low,low,Naukri
PHC Partners,"Gurugram, Haryana, India",,Head of Marketing,3,medium,medium,LinkedIn
Pan Oleo Energy,Chennai,,,3,low,low,Naukri
Patel Infrastructure,Anand,,,3,low,low,Naukri
Pathkind Labs,Hybrid - Gurugram,,,3,low,low,Naukri
Payton Healthcare Solutions,"Bangalore Urban, Karnataka, India",,,3,low,low,LinkedIn
Pearlsoft Technology,Chennai,,,3,low,low,Naukri
People Mint Hr Consulting,Kolkata,,,3,low,low,Naukri
Pepper,"Mumbai, Maharashtra, India",US market(s),Head of Demand Generation (US Market),6,medium,medium,LinkedIn
Persistent,"Pune, Maharashtra",,,3,low,low,Indeed
Persistent Systems,"Pune City, Maharashtra, India",,,3,low,low,LinkedIn
Plaud,JAPAC | India,us market,,3,medium,medium,Ashby
Plum,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Plush,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Polygon Labs,Remote,,,3,low,low,Indeed
Posidex Technologies,Hyderabad,,,3,low,low,Naukri
Position2,Bengaluru,,,3,low,low,Naukri
Procter & Gamble,Mumbai Metropolitan Region,,,3,low,low,LinkedIn
Prolim,Bengaluru,"North America market/customers, US market(s)",Demand Generation Lead,6,medium,medium,Naukri
Publicis Groupe,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
Publicis Sapient,Gurugram,,,3,low,low,Naukri
Purplle.com,Mumbai Metropolitan Region,,,3,low,low,LinkedIn
QSR,Jaipur,,,3,low,low,Naukri
QpiAI,"Bangalore Urban, Karnataka, India",,,3,low,low,LinkedIn
Qrata,Bengaluru,,,3,low,low,Naukri
"Queen Elizabeth’s School, Gurugram","Gurugram, Haryana, India",us market,Head of Marketing,3,high,high,LinkedIn
QuillBot,India,united states,,6,low,low,LinkedIn
RC Project Consultancy,Surat,,,3,low,low,Naukri
Race,Jaipur,,,3,low,low,Naukri
Raffles Udaipur,"Udaipur, Rajasthan, India",,,3,low,low,LinkedIn
Raksha Elite Solutions (Raksha Prime),"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Rapyder,Bengaluru,,,3,low,low,Naukri
RateGain,"Noida, Uttar Pradesh, India",,,3,low,low,LinkedIn
Rearc,"Vadodara, Gujarat, India",us market,,3,medium,medium,LinkedIn
Recro,India,"Markets list includes US, US market(s)",Head of Demand Generation,3,medium,medium,LinkedIn
Reliance Games,Pune,,,3,low,low,Naukri
Reputed Real - Estate Company,Ahmedabad,,,3,low,low,Naukri
Ridhira Group - Building World's largest Wellness Communities,"Hyderabad, Telangana, India",,Head of Marketing,3,medium,medium,LinkedIn
Ronil,Goa,,,3,low,low,Indeed
SAP,"Bengaluru, Karnataka, India",,,6,low,low,LinkedIn + Naukri
SBT Research,Pune,,,3,low,low,Naukri
SMARTe,Mumbai,,,3,low,low,Naukri
"SRINIVASA SALES & SERVICE PVT LTD.,","Hyderabad, Telangana, India",,,3,low,low,LinkedIn
SS Consulting Kochi,"Kerala, India",,,3,low,low,LinkedIn
SUN PHARMA,Mumbai Metropolitan Region,,,6,low,low,LinkedIn + Naukri
SaaS Labs,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Saj Hotels,Mumbai(Vile Parle),,,3,low,low,Naukri
Sajjana Gandla Ganesh,Bengaluru(Koramangala),,,3,low,low,Naukri
Salesforce,Bengaluru,,,3,low,low,Naukri
Sankara Eye Hospital,Shimoga,,,3,low,low,Naukri
Sciative Solutions,Navi Mumbai,us market,,3,medium,medium,Naukri
Scopely,"IN - Bangalore, India",,,3,low,low,Greenhouse
Seven Islands Shipping Limited,Remote,,,3,low,low,Indeed
Shalina Healthcare,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Shell Pvt Ltd,Gurugram,,,3,low,low,Naukri
Shivani Scientific Industries,Mumbai(Mira Road),,,3,low,low,Naukri
Siddhivinayak Buildpro,Pune(Ambegaon Bk +1),,,3,low,low,Naukri
Signeasy,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Silverstrom Amusement Parks Pvt. Ltd,"Vettilappara, Thrissur, Kerala",,Head of Marketing and Sales,3,medium,medium,Indeed
Sitaram Spinners,Hyderabad,,,3,low,low,Naukri
Skillsoft,India - Remote,,,3,low,low,Greenhouse
Skysun,"Mohali, Punjab",,,3,low,low,Indeed
Softlab Solutions,Remote,,,3,low,low,Indeed
Soprema Group,Gurugram,,,3,low,low,Naukri
SourcingXPress,"Mumbai, Maharashtra, India","US market focus, US market(s)",Chief Marketing Officer,3,high,high,LinkedIn
Spiceblue Online,Chennai,,,3,low,low,Naukri
Sportz Interactive,Goregaon,,,6,low,low,Naukri
Square Solutions,Noida,,,3,low,low,Naukri
StackGen,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
SteepGraph,"Pune City, Maharashtra, India",,,6,low,low,LinkedIn + Naukri
StoneX Global,"Delhi, India",,,3,low,low,LinkedIn
StratGo Media,India,,,3,low,low,LinkedIn
Straumann Group,Mumbai Metropolitan Region,,,3,low,low,LinkedIn
Sumadhura Infracon,Bengaluru,,,3,low,low,Naukri
Sunil Reddy Eamani,Hyderabad,,,3,low,low,Naukri
Sunshine Manpower Solution And Services,"Visakhapatnam, Andhra Pradesh",,,3,low,low,Indeed
Superstuff,Mumbai,,,9,low,low,Naukri
Swaaadle Tech,Chennai(Ashok Nagar),,,3,low,low,Naukri
Swiggy,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Syngenta Crop Protection,"Chandigarh, Chandigarh",,,3,low,low,Indeed
Synoptek,"Hybrid - Pune, Ahmedabad",,,3,low,low,Naukri
Sysvine Technologies,Chennai,,,3,low,low,Naukri
Taevas Life Sciences,"Hyderabad, Telangana, India",,,3,low,low,LinkedIn
Talentiser,"Mumbai, Maharashtra, India",,,6,low,low,LinkedIn
Tamara Leisure Experiences,Bengaluru,,Head Of Marketing,3,medium,medium,Naukri
Tata Communications,"Mumbai, Maharashtra, India",north america,,3,medium,medium,LinkedIn
Tata Electronics,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Tech Next Software,Chandigarh,,,3,low,low,Naukri
The Knot Worldwide,"New York City, New York, United States",,,3,low,low,Greenhouse
The Management Recruitment Group (MRG),"Mumbai, Maharashtra, India",,Head of Marketing - Luxury,3,medium,medium,LinkedIn
The Reliable Jobs,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
The Westin Gurgaon New Delhi,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
TiDB,Remote - India,,,3,low,low,Greenhouse
Toprankers,Bengaluru,,,3,low,low,Naukri
Torrent Electricals,Ahmedabad,,,3,low,low,Naukri
Touchzing Media,Mumbai,,,3,low,low,Naukri
Trufid Services,Mumbai,,,3,low,low,Naukri
Truww,Bengaluru,,,3,low,low,Naukri
Tutorcloud.ai,"Bengaluru, Karnataka, India",,,3,low,low,LinkedIn
Twixor,"Chennai, Bengaluru",,,3,low,low,Naukri
UK Realty,Mumbai Suburban,,,3,low,low,Naukri
Udbhava Avinya Bharat LLP,Remote,,,3,low,low,Indeed
Udemy,"Sao Paulo, Brazil",,,6,low,low,Greenhouse
United HR Solutions Pvt. Ltd.,Mumbai Metropolitan Region,,Head of Marketing,3,medium,medium,LinkedIn
Unitile,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
Universal Weather And Aviation,Gurugram,,,3,low,low,Naukri
Unosecur,"Bengaluru, Karnataka, India","Across India/US/EU markets, Markets list includes US",Head of Marketing,3,medium,medium,LinkedIn
UpMan Placements,Ahmedabad,,,3,low,low,Naukri
Uplers,Remote,Markets list includes US,Marketing Manager,5,medium,medium,Naukri
Urban Company,"Gurugram, Haryana, India",,,3,low,low,LinkedIn
Urbanrise,Chennai,,,3,low,low,Naukri
VDart Software Services,"Hybrid - Pune, Gurugram",,,3,low,low,Naukri
VMax Wellness,"Coimbatore, Tamil Nadu, India",,Head of Marketing,3,medium,medium,LinkedIn
Varun Digital Media,India,"Global campaigns incl. US, US market(s)",Performance Marketing Manager–B2B SaaS| WFH,3,medium,medium,LinkedIn
Vinayak Annapurna Associates Llp,Kolkata,,,3,low,low,Naukri
Vinove Software Services Pvt Ltd,Noida,,,3,low,low,Naukri
Vmayo Technologies,Jaipur,,,3,low,low,Naukri
W Hotels,"Panaji, Goa, India",,,3,low,low,LinkedIn
Weekday AI (YC W21),"Bengaluru, Karnataka, India",,Head Of Marketing,3,medium,medium,LinkedIn
Well reputed client having good work ethics,"Hyderabad, Chennai, Bengaluru",,,3,low,low,Naukri
Wildnet Technologies,Noida,,,3,low,low,Naukri
WinnerBrands,"Gurugram, Haryana, India",,,6,low,low,LinkedIn
Wipro,"Bengaluru, Karnataka, India",,,6,low,low,LinkedIn
XXXX,Mumbai(Andheri East),,,3,low,low,Naukri
Xenonstack,Nagar,,,3,low,low,Naukri
ZYVORA BRANDS,Gurugram,,,3,low,low,Naukri
Zee Entertainment-International Business,"Mumbai, Maharashtra, India",,,3,low,low,LinkedIn
