company_name,location,objective_signal,title_match,open_roles,priority,fit,source
BMC Software,"Pune, Maharashtra",,,8,low,low,Indeed
Bean Hr Consulting,Jaipur,,,8,low,low,Naukri
Beekay Steel Industries,Visakhapatnam,,VP Marketing / GM - Marketing,8,low,low,Naukri
Bharat Aluminium Company Limited,"Mumbai, Maharashtra, India",,"Deputy Chief Marketing Officer - Rolled Products , BALCO",8,low,low,LinkedIn
Bio-Rad Laboratories,"Gurgaon, Haryana, India",go to market,,8,low,low,LinkedIn
Birla Pivot,"Karnataka, India",,,8,low,low,LinkedIn
Bombay Coated And Special Steels,Mumbai,,,8,low,low,Naukri
Brainstorm Force IT Pune,Remote,,,8,low,low,Indeed
Brown-Forman,"Gurgaon, Haryana, India",pipeline,,8,low,low,LinkedIn
ByteDance,Gurugram,,,8,low,low,Naukri
CAREERMAR6,Faridabad,,VP / Sr. VP Marketing @ Faridabad,8,low,low,Naukri
CIEL HR,Tirunelveli,,,8,low,low,Naukri
Carbolink India,Hyderabad(Sanath Nagar),pipeline,,8,low,low,Naukri
Career Stone Consultant,"Rajkot, Gujarat, India",,Chief Marketing Officer,8,low,low,LinkedIn
Careers at Tide,"India, Delhi NCR",,,16,low,low,Greenhouse
Certified IT Recruiter - CIR,Hybrid - Pune,,Chief Marketing Officer (CMO) &amp; Co-Founder,8,low,low,Naukri
Chara Automation,"Pune, Bengaluru, Delhi / NCR",,,8,low,low,Naukri
Cialfo,"Delhi, India",pipeline,"Head of Marketing, Explore",16,medium,medium,Indeed + LinkedIn
Client for Hungry Bird IT Consulting Services Pvt Ltd -  for Real Estate Industry,Hyderabad,,,8,low,low,Naukri
Cloud Counselage,Mumbai,,,8,low,low,Naukri
Compass Consult,Vadodara(Alkapuri),,,8,low,low,Naukri
Comviva,"Gurugram, Haryana, India",Global campaigns incl. US,Demand Generation - Manager,8,medium,medium,LinkedIn
Confidential Startup,Gurugram,,Head of Growth,8,low,low,Naukri
Conga,India - Bangalore,pipeline,,8,low,low,Greenhouse
Consolidated,"Kochi, Mumbai, Chennai, Coimbatore, Bengaluru",,,8,low,low,Naukri
Coram AI,"Bengaluru, Karnataka, India",us market,,8,medium,medium,LinkedIn
Crescent Construction,Mumbai(Andheri),,,8,low,low,Naukri
"Crunchyroll, LLC","Mumbai, Maharashtra, India",,,16,low,low,Greenhouse
Cvent,"Gurugram, Haryana, India",pipeline,,8,low,low,LinkedIn
Cygnus A D Management Consulting Llp,Mumbai,,,8,low,low,Naukri
Danone,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Dash Ast Technology,Hyderabad,pipeline,Product Marketing manager,8,low,low,Naukri
DataNimbus,"Hyderabad, Telangana, India",pipeline,Head of Marketing,16,medium,medium,LinkedIn + Naukri
Dawn Solutions Pvt Ltd,Chennai(Tambaram West),,,8,low,low,Naukri
DeHaat,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Deconstruct,Bengaluru(HSR Layout),,,8,low,low,Naukri
Decorpot,"Bengaluru, Karnataka, India",,Head of Growth Marketing,8,low,low,LinkedIn
Delaplex,"Nagpur, Maharashtra, India",,,8,low,low,LinkedIn
Delhivery,"Bengaluru, Karnataka, India",,,16,low,low,LinkedIn + Naukri
Della Resorts and Adventure,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Deloitte,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Destinationhr,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",,,8,low,low,Naukri
Digitaljacks,Remote,,,8,low,low,Indeed
DishTV,"Noida, Uttar Pradesh, India",,,8,low,low,LinkedIn
Doceree,"Noida, New Delhi",,,8,low,low,Naukri
Double Ticks,Mumbai,,Head of Growth,8,low,low,Naukri
Dr Reddys,Hyderabad,pipeline,,8,low,low,Naukri
Dr. Reddy's Laboratories,"Hyderabad, Telangana, India",pipeline,,16,low,low,LinkedIn
Dreamsdesign,"Hyderabad, Vadodara",,Chief Marketing Officer (CMO),8,low,low,Naukri
E-Learning / EdTech,"Vijayawada, Hyderabad, Bengaluru",,,8,low,low,Naukri
Earn Go,Remote,,,8,low,low,Indeed
Easemytrip,Gurugram,,Chief Marketing Officer,8,low,low,Naukri
Ec-council,Noida,,Product Marketing Manager,8,low,low,Naukri
Editvo,Noida,,Chief Marketing Officer (CMO),8,low,low,Naukri
Egmat,Bengaluru,,,8,low,low,Naukri
ElevenX Capital,Gurugram,,,8,low,low,Naukri
Eli Lilly and Company,"Gurgaon, Haryana, India",pipeline,Intern - CMO,16,low,low,LinkedIn + Naukri
Elucidata,"Bengaluru, Karnataka, India",,Director of Product Marketing,8,low,low,LinkedIn
Emami Ltd,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Emeritus,"Bengaluru, Karnataka, India",united states,,8,low,low,LinkedIn
Endress+Hauser Group,"Aurangabad, Maharashtra, India",,Head of Marketing - India & South East Asia,8,medium,medium,LinkedIn
Enterpret,New York City,united states,Founding Director of Product Marketing,8,low,low,Greenhouse
Entri Software Private Limited,"Koramangala, Bengaluru, Karnataka",,,16,low,low,Indeed
Estabizz,Rajkot,,Chief Marketing Officer,8,low,low,Naukri
Ethane Web Technologies Pvt Ltd,"Noida, Uttar Pradesh",,,8,low,low,Indeed
Ethos Life,"Bangalore, India",pipeline,,16,low,low,Greenhouse
Explore,"Delhi, Delhi, India",pipeline,"Head of Marketing, Explore",8,medium,medium,LinkedIn
Eze Perfumes,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
FABINDIA LIMITED,"Faridabad, Haryana, India",,,8,low,low,LinkedIn
Fareportal,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
Fertis India,"Anantapur, Nagpur, Vadodara",,Demand Generation Manager,8,low,low,Naukri
Finarb Analytics Consulting,"Kolkata, Hyderabad, Bengaluru",,Product Marketing Manager,8,low,low,Naukri
Finmo,Mysuru,,,8,low,low,Naukri
Flentis Corporation,Noida,,,8,low,low,Naukri
Flipkart,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Ford,Hybrid - Chennai(Sholinganallur),,,8,low,low,Naukri
Fortuna Retail,Gurugram(MG Road),pipeline,Head of Growth &amp; Revenue Operations,8,low,low,Naukri
"Fossil Group, Inc.","Bengaluru, Karnataka",,,8,low,low,Indeed
Foxsense Innovations,"Coimbatore, Tamil Nadu, India",us market,,8,medium,medium,LinkedIn
Foxsky Electronics India Pvt Ltd,"Sahibabad, Ghaziabad, Uttar Pradesh",,,8,low,low,Indeed
Fractal Analytics,Noida,,Growth Manager Demand Generation Specialist,40,low,low,Naukri
Fraganote,"New Delhi, Delhi, India",,,8,low,low,LinkedIn
"Future Market Insights, Inc.","Pune City, Maharashtra, India",,,8,low,low,LinkedIn
Future Property Solutions,Hyderabad,,,8,low,low,Naukri
Futurecom Technologies Pvt Ltd.,Noida,pipeline,Head of Marketing | AI-Agentic B2B Steel Platform,8,medium,medium,Naukri
G Square Housing,"Chennai, Coimbatore",,,8,low,low,Naukri
Gadgeon Smart Systems,Kochi,,,8,low,low,Naukri
Gansons,"Thane District, Maharashtra",,,16,low,low,Indeed
Gericare,Chennai(T Nagar),,,8,low,low,Naukri
GetMyCourse,India,,Head of Marketing (Digital Courses & CPD) - WFH(INDIA),8,medium,medium,LinkedIn
Gharpayy,Bengaluru,,Head of Growth,8,low,low,Naukri
Ginesys,Bengaluru,,Product Marketing Manager,8,low,low,Naukri
Ginza Industries Limited,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
GitLab,"Remote, India",pipeline,,8,low,low,Greenhouse
Glanbia,"Gurgaon, Haryana, India",,,8,low,low,LinkedIn
Global Finance & Technology Network (GFTN),"Bhubaneswar, Odisha, India",,,8,low,low,LinkedIn
Good insurance brokers pvt ltd,"Chennai, Tamil Nadu",,,8,low,low,Indeed
Goodwin Financial Holdings,Hyderabad,,Chief Marketing Officer,8,low,low,Naukri
Google,"Gurugram, Haryana, India",,"Product Marketing Manager, Google Play",24,low,low,LinkedIn
Grazitti Interactive,Panchkula,pipeline,Lead Demand Generation &amp; Marketing Operations,8,low,low,Naukri
HCLTech,"Gautam Budh Nagar, Uttar Pradesh",,,8,low,low,Indeed
HDFC securities,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Habilelabs,Jaipur,,Senior Digital Marketing Manager Demand Generation,8,low,low,Naukri
Happilo International,Bengaluru,,,8,low,low,Naukri
Harbour Trendz,Mumbai,,,8,low,low,Naukri
Harness,"Bengaluru, Karnataka, India",pipeline,,8,low,low,Greenhouse
Havells India Ltd,"Noida, Uttar Pradesh, India",,,8,low,low,LinkedIn
Hero MotoCorp,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
Hilton,"Jaipur, Rajasthan, India",,,16,low,low,LinkedIn
Hinduja Housing Finance,Chennai,,,8,low,low,Naukri
Hindustan Marketing Company,Guwahati,,,8,low,low,Naukri
Howell Protection Systems India Pvt. Ltd.,"New Delhi, Delhi, India",pipeline,Head of Marketing,8,medium,medium,LinkedIn
Hrxl 360,Mumbai(Santacruz West),,,8,low,low,Naukri
Hyatt Regency,Greater Lucknow Area,,,8,low,low,LinkedIn
IDFC FIRST Bank,"Mumbai, Maharashtra, India",,Product Marketing Manager,8,low,low,LinkedIn
IT By Design,Noida,,Product Marketing Manager,8,low,low,Naukri
Impact Investment Exchange,Dhaka,,,8,low,low,Naukri
Indus Parking Services,Gurugram,,,8,low,low,Naukri
Infosys,"Bengaluru East, Karnataka, India",,,16,low,low,LinkedIn
Inmobi,Bengaluru,,,8,low,low,Naukri
Intellect Design Arena,Mumbai,pipeline,,8,low,low,Naukri
Intellve Solutions,Mumbai,,Demand Generation Manager,8,low,low,Naukri
IntouchCX,Hyderabad,,"SEO Manager, Demand Generation",16,low,low,Naukri
Itester,Hyderabad(Miyapur),,Chief Marketing Officer (CMO),8,low,low,Naukri
JIL Information Technology,Noida,,,8,low,low,Naukri
Jagdale Industries,"JP Nagar, Bengaluru, Karnataka",,,16,low,low,Indeed
Jasgur Life Sciences,"Mumbai, New Delhi, Pune",,,8,low,low,Naukri
Jatah Worx India,Bengaluru,,Director/Senior Director Demand Generation,8,low,low,Naukri
JdV by Hyatt,"Goa, India",,,8,low,low,LinkedIn
Jindal Aluminium,Bengaluru,,,8,low,low,Naukri
Jinvani Channel,Agra,,,8,low,low,Naukri
JioSaavn,Navi Mumbai,,Senior Product Marketing Manager,8,low,low,Naukri
Jobgether,India,pipeline,,8,low,low,LinkedIn
Jones Lang LaSalle (JLL),Mumbai,,,8,low,low,Naukri
Jute Lifestyle Product Manufacturing Co,Kolkata,,,8,low,low,Naukri
K Raheja Corp,Mumbai,,,8,low,low,Naukri
KGK Group,Jaipur,us market,,8,medium,medium,Naukri
KNOLSKAPE,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Kavi India,"Chennai, Tamil Nadu, India","Global campaigns incl. US, Markets list includes US",Marketing Director,8,medium,medium,LinkedIn
Kineto India,Kolkata,,,8,low,low,Naukri
Knowledge Park,Mumbai,,,8,low,low,Naukri
Kovalent Coatings International,Chandigarh,Markets list includes US,Head of Growth and Marketing,8,medium,medium,Naukri
Kreative Digitals,"Mumbai, Navi Mumbai",,,8,low,low,Naukri
Kreon Financial Services,Chennai,,Chief Marketing Officer,8,low,low,Naukri
Kretoss Technology,Ahmedabad,,Product Marketing Manager IT/SaaS,8,low,low,Naukri
LEGO,"Mumbai, Maharashtra",,,8,low,low,Indeed
LatentView,Hyderabad,,Demand Generation Manager,8,low,low,Naukri
Leading Client,Bengaluru,,,88,low,low,Naukri
Learneo,"Bengaluru, Karnataka, India",united states,,16,low,low,LinkedIn
Licious,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Lider Consultancy Services,Coimbatore,,,8,low,low,Naukri
Lifestyle,Bengaluru(Yemalur),,,8,low,low,Naukri
Lilly,"Gurugram, Haryana",,,8,low,low,Indeed
LogiNext,Mumbai,,,8,low,low,Naukri
"Logile, Inc.","Bhubaneswar, Odisha, India",,Product Marketing Manager,8,low,low,LinkedIn
Lonza,"Hyderabad, Telangana, India",united states,,16,low,low,LinkedIn
Lucien Solutions,Remote,,,8,low,low,Indeed
Lykora Consulting,Mumbai,,Head of Growth,8,low,low,Naukri
Lytegen,"Chandigarh, Chandigarh, India",US market(s),Director - Marketing (US Market - Night Shift),24,medium,medium,LinkedIn + Naukri
M3M India Private Limited,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
MAEER's MIT Vishwashanti Gurukul Schools & Junior Colleges,"Kothrud, Pune, Maharashtra",,,8,low,low,Indeed
MAVI,Greater Bengaluru Area,pipeline,,8,low,low,LinkedIn
MSM Global Education,Gurugram,pipeline,Chief Marketing Officer,8,low,low,Naukri
MTechZilla,"Pune Division, Maharashtra, India","Build US presence, Targeting US",Marketing Head,8,high,high,LinkedIn
Maa Kudargarhi Group,"Raipur, Chhattisgarh",,Chief Marketing Officer (CMO) – Alumina & Food Division,8,low,low,Indeed
Machinfabrik Industries,Navi Mumbai,,,8,low,low,Naukri
Madhuraj Hospital,,,,8,low,low,Naukri
Mage Data,Bengaluru,pipeline,Product Marketing Manager,32,low,low,Naukri
Maker Lab,Gurugram,us market,,8,medium,medium,Naukri
Makunai Global,"Gautam Buddha Nagar, Uttar Pradesh, India",pipeline,,8,low,low,LinkedIn
Makunai Global Technologies,Noida,,,8,low,low,Naukri
Mantra Properties,Mumbai(Jogeshwari),,,8,low,low,Naukri
Manubhai Gems,Mumbai,,Product Marketing Manager,8,low,low,Naukri
Manufacturing Industry,Pune,,,8,low,low,Naukri
"Marriott International, Inc",Andhra Pradesh,,,16,low,low,Indeed
Maruthamalai Balakumaran Jewellers Llp,Hosur(Hosur Bagalur Road),,,8,low,low,Naukri
McFadyen Solution,Thiruvananthapuram,,AI Product Marketing Manager,24,low,low,Naukri
Meta,Mumbai Metropolitan Region,north america,,16,low,low,LinkedIn
MetaMorph,"Hyderabad, Telangana, India",,,8,low,low,LinkedIn
MiQ Digital,Mumbai,,Product Marketing Manager,8,low,low,Greenhouse
Michael Page,"Gurgaon, Haryana, India",,,8,low,low,LinkedIn
Mitr Hr Solution,Noida,,,8,low,low,Naukri
Monster Energy APAC,India,pipeline,,16,low,low,Greenhouse
Moris Media,Noida,,Chief Marketing Officer (CMO),16,low,low,Naukri
Morse Code Marine Services,Mumbai,,,8,low,low,Naukri
Movate,"Chennai, Tamil Nadu, India",us market,,8,medium,medium,LinkedIn
Myntra,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
NAHAR GROUP,Mumbai,,,8,low,low,Naukri
NS Property Guide Advisors,Hyderabad,,,8,low,low,Naukri
Narsingh Ispat,Kolkata,,,8,low,low,Naukri
Narwal,India,"US buying landscape, US market(s)",Demand Generation Manager,8,medium,medium,LinkedIn
National Utility Choice Program LLC,"New Delhi, Delhi, India",united states,"Head of Marketing, Brand Growth and Strategy - Part Time",8,medium,medium,LinkedIn
Navi,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Nestasia,"Kolkata, West Bengal, India",,,8,low,low,LinkedIn
New Relic,"Bangalore, India",pipeline,,8,low,low,Greenhouse
Next Pathway,Hybrid - Pune(Hinjawadi Village),pipeline,,8,low,low,Naukri
Neysa Networks - Careers Page,"Mumbai, Maharashtra, India",,,8,low,low,Greenhouse
Nilkamal Limited,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Novo Nordisk,Bengaluru,,,8,low,low,Naukri
Nutrabay,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
O2 Spa,Hyderabad,,,8,low,low,Naukri
OLIVER Agency - APAC,"Mumbai, India",go to market,Head of Growth,152,low,low,Greenhouse
OLIVER | The Brandtech Group,Mumbai Metropolitan Region,pipeline,Head of Growth,8,low,low,LinkedIn
Oliver Agency,Gurugram,,,8,low,low,Naukri
Oliver Rubber,Jodhpur(Shastri Nagar),,,8,low,low,Naukri
Optum,Gurugram,"US healthcare market, US stakeholders/teams",Senior Manager - B2B Product Marketing,16,medium,medium,Naukri
Organik Thread Solutions,"Hyderabad, Telangana, India",,Co-Founder/ CMO,8,low,low,LinkedIn
Ozone Overseas,Gurugram,,,16,low,low,Naukri
PHC Partners,"Gurugram, Haryana, India",,Head of Marketing,8,medium,medium,LinkedIn
Pan Oleo Energy,Chennai,,Chief Marketing Officer,8,low,low,Naukri
Patel Infrastructure,Anand,,,8,low,low,Naukri
Pathkind Labs,Hybrid - Gurugram,,,8,low,low,Naukri
Payton Healthcare Solutions,"Bangalore Urban, Karnataka, India",,Head of Growth & Marketing – Cashless Healthcare,8,low,low,LinkedIn
Pearlsoft Technology,Chennai,,Product Marketing Manager,8,low,low,Naukri
People Mint Hr Consulting,Kolkata,,,8,low,low,Naukri
Pepper,"Mumbai, Maharashtra, India",US market(s),Head of Demand Generation (US Market),11,medium,medium,LinkedIn
Persistent,"Pune, Maharashtra",,,8,low,low,Indeed
Persistent Systems,"Pune City, Maharashtra, India",pipeline,,8,low,low,LinkedIn
Plaud,JAPAC | India,us market,,8,medium,medium,Ashby
Plum,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Plush,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Polygon Labs,Remote,,Product Marketing Manager,8,low,low,Indeed
Posidex Technologies,Hyderabad,pipeline,,8,low,low,Naukri
Position2,Bengaluru,,,8,low,low,Naukri
Procter & Gamble,Mumbai Metropolitan Region,,,8,low,low,LinkedIn
Prolim,Bengaluru,"North America market/customers, US market(s)",Demand Generation Lead,16,medium,medium,Naukri
Publicis Groupe,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
Publicis Sapient,Gurugram,,,8,low,low,Naukri
Purplle.com,Mumbai Metropolitan Region,pipeline,,8,low,low,LinkedIn
QSR,Jaipur,,,8,low,low,Naukri
QpiAI,"Bangalore Urban, Karnataka, India",,,8,low,low,LinkedIn
Qrata,Bengaluru,,Product Marketing Manager,8,low,low,Naukri
"Queen Elizabeth’s School, Gurugram","Gurugram, Haryana, India",us market,Head of Marketing,8,high,high,LinkedIn
QuillBot,India,united states,,16,low,low,LinkedIn
RC Project Consultancy,Surat,,,8,low,low,Naukri
Race,Jaipur,,,8,low,low,Naukri
Raffles Udaipur,"Udaipur, Rajasthan, India",,,8,low,low,LinkedIn
Raksha Elite Solutions (Raksha Prime),"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Rapyder,Bengaluru,,Team Lead - DG (Demand Generation),8,low,low,Naukri
RateGain,"Noida, Uttar Pradesh, India",,,8,low,low,LinkedIn
Rearc,"Vadodara, Gujarat, India",us market,,8,medium,medium,LinkedIn
Recro,India,"Markets list includes US, US market(s)",Head of Demand Generation,8,medium,medium,LinkedIn
Reliance Games,Pune,,,8,low,low,Naukri
Reputed Real - Estate Company,Ahmedabad,pipeline,,8,low,low,Naukri
Ridhira Group - Building World's largest Wellness Communities,"Hyderabad, Telangana, India",,Head of Marketing,8,medium,medium,LinkedIn
Ronil,Goa,,,8,low,low,Indeed
SAP,"Bengaluru, Karnataka, India",pipeline,Digital Demand Generation Campaign Manager (Digital Hub),16,low,low,LinkedIn + Naukri
SBT Research,Pune,,Lead Generation/ Demand Generation Executive,8,low,low,Naukri
SMARTe,Mumbai,,Demand Generation Manager,8,low,low,Naukri
"SRINIVASA SALES & SERVICE PVT LTD.,","Hyderabad, Telangana, India",go to market,Head of Growth,8,low,low,LinkedIn
SS Consulting Kochi,"Kerala, India",,,8,low,low,LinkedIn
SUN PHARMA,Mumbai Metropolitan Region,,,16,low,low,LinkedIn + Naukri
SaaS Labs,"Bengaluru, Karnataka, India",pipeline,Head of Demand Generation,8,low,low,LinkedIn
Saj Hotels,Mumbai(Vile Parle),,,8,low,low,Naukri
Sajjana Gandla Ganesh,Bengaluru(Koramangala),,,8,low,low,Naukri
Salesforce,Bengaluru,,,8,low,low,Naukri
Sankara Eye Hospital,Shimoga,,,8,low,low,Naukri
Sciative Solutions,Navi Mumbai,us market,,8,medium,medium,Naukri
Scopely,"IN - Bangalore, India",,,8,low,low,Greenhouse
Seven Islands Shipping Limited,Remote,,,8,low,low,Indeed
Shalina Healthcare,"Mumbai, Maharashtra, India",,,8,low,low,LinkedIn
Shell Pvt Ltd,Gurugram,,,8,low,low,Naukri
Shivani Scientific Industries,Mumbai(Mira Road),,,8,low,low,Naukri
Siddhivinayak Buildpro,Pune(Ambegaon Bk +1),,,8,low,low,Naukri
Signeasy,"Bengaluru, Karnataka, India",pipeline,Growth and Demand Generation lead,8,low,low,LinkedIn
Silverstrom Amusement Parks Pvt. Ltd,"Vettilappara, Thrissur, Kerala",,Head of Marketing and Sales,8,medium,medium,Indeed
Sitaram Spinners,Hyderabad,pipeline,,8,low,low,Naukri
Skillsoft,India - Remote,pipeline,,8,low,low,Greenhouse
Skysun,"Mohali, Punjab",,,8,low,low,Indeed
Softlab Solutions,Remote,,,8,low,low,Indeed
Soprema Group,Gurugram,,,8,low,low,Naukri
SourcingXPress,"Mumbai, Maharashtra, India","US market focus, US market(s)",Chief Marketing Officer,8,high,high,LinkedIn
Spiceblue Online,Chennai,,Head of Growth,8,low,low,Naukri
Sportz Interactive,Goregaon,,,16,low,low,Naukri
Square Solutions,Noida,,,8,low,low,Naukri
StackGen,"Bengaluru, Karnataka, India",pipeline,Demand Generation Manager,8,low,low,LinkedIn
SteepGraph,"Pune City, Maharashtra, India",pipeline,Demand Generation Manager (ABM Focus),16,low,low,LinkedIn + Naukri
StoneX Global,"Delhi, India",,,8,low,low,LinkedIn
StratGo Media,India,pipeline,,8,low,low,LinkedIn
Straumann Group,Mumbai Metropolitan Region,,,8,low,low,LinkedIn
Sumadhura Infracon,Bengaluru,pipeline,Chief Marketing Officer,8,low,low,Naukri
Sunil Reddy Eamani,Hyderabad,pipeline,,8,low,low,Naukri
Sunshine Manpower Solution And Services,"Visakhapatnam, Andhra Pradesh",,,8,low,low,Indeed
Superstuff,Mumbai,,Demand Generation Manager,24,low,low,Naukri
Swaaadle Tech,Chennai(Ashok Nagar),,,8,low,low,Naukri
Swiggy,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Syngenta Crop Protection,"Chandigarh, Chandigarh",,,8,low,low,Indeed
Synoptek,"Hybrid - Pune, Ahmedabad",pipeline,Senior Marketing Manager- Demand generation,8,low,low,Naukri
Sysvine Technologies,Chennai,pipeline,,8,low,low,Naukri
Taevas Life Sciences,"Hyderabad, Telangana, India",pipeline,,8,low,low,LinkedIn
Talentiser,"Mumbai, Maharashtra, India",,,16,low,low,LinkedIn
Tamara Leisure Experiences,Bengaluru,,Head Of Marketing,8,medium,medium,Naukri
Tata Communications,"Mumbai, Maharashtra, India",north america,,8,low,low,LinkedIn
Tata Electronics,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Tech Next Software,Chandigarh,,,8,low,low,Naukri
The Knot Worldwide,"New York City, New York, United States",,,8,low,low,Greenhouse
The Management Recruitment Group (MRG),"Mumbai, Maharashtra, India",,Head of Marketing - Luxury,8,medium,medium,LinkedIn
The Reliable Jobs,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
The Westin Gurgaon New Delhi,"Gurugram, Haryana, India",,,8,low,low,LinkedIn
TiDB,Remote - India,pipeline,,8,low,low,Greenhouse
Toprankers,Bengaluru,,,8,low,low,Naukri
Torrent Electricals,Ahmedabad,,,8,low,low,Naukri
Touchzing Media,Mumbai,,Chief Marketing Officer,8,low,low,Naukri
Trufid Services,Mumbai,,,8,low,low,Naukri
Truww,Bengaluru,,,8,low,low,Naukri
Tutorcloud.ai,"Bengaluru, Karnataka, India",,,8,low,low,LinkedIn
Twixor,"Chennai, Bengaluru",,,8,low,low,Naukri
UK Realty,Mumbai Suburban,,,8,low,low,Naukri
Udbhava Avinya Bharat LLP,Remote,,Chief Marketing Officer,8,low,low,Indeed
